Tópicos,Words
0,"['site', 'compra', 'empresa', 'problema', 'valor', 'comprar', 'contato', 'produto', 'prazo', 'encomenda']"
1,"['compra', 'valor', 'produto', 'vendedor', 'dinheiro', 'problema', 'cliente', 'pacote', 'venda', 'pagamento']"
2,"['loja', 'contato', 'prazo', 'compra', 'produto', 'número', 'compr', 'retorno', 'site', 'troca']"
3,"['compra', 'cartão', 'empresa', 'produto', 'problema', 'mensagem', 'data', 'contato', 'dinheiro', 'compr']"
